id,imdb_id,popularity,budget,original_title,cast,homepage,director,overview,genres,revenue_adj
328425,tt4178092,1.926739,5000000,The Gift,"Jason Bateman,Rebecca Hall,Joel Edgerton,David Denman,Beau Knapp",https://www.facebook.com/GIFTmovie,Joel Edgerton,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.","Thriller,Mystery",54260336.89
274167,tt1528854,1.904898,50000000,Daddy's Home,"Will Ferrell,Mark Wahlberg,Linda Cardellini,Thomas Haden Church,Hannibal Buress",http://daddyshomemovie.tumblr.com/,Sean Anders,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",Comedy,221131463.34
309809,tt1754656,1.865007,64000000,The Little Prince,"Jeff Bridges,Rachel McAdams,Paul Rudd,Marion Cotillard,James Franco",http://www.thelittleprincemovie.com/,Mark Osborne,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.","Adventure,Animation,Fantasy",89765510.50
258509,tt2974918,1.841779,0,Alvin and the Chipmunks: The Road Chip,"Jason Lee,Justin Long,Bella Thorne,Matthew Gray Gubler,Jesse McCartney",http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,Walt Becker,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.","Adventure,Animation,Comedy,Family",215055014.14
298382,tt2910904,1.82313,11930000,The Dressmaker,"Kate Winslet,Liam Hemsworth,Caroline Goodall,Judy Davis,Hayley Magnus",http://www.thedressmakermovie.com.au,Jocelyn Moorhouse,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",Drama,16872792.58
272693,tt1666801,1.758618,8500000,The DUFF,"Mae Whitman,Robbie Amell,Bella Thorne,Bianca A. Santos,Skyler Samuels",http://www.duffmovie.com/,Ari Sandel,"Bianca's universe turns upside down when she learns that her high school refers to her as a â€˜DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFFâ€¦ and that's totally fine.","Romance,Comedy",40046325.66
283445,tt2752772,1.742286,10000000,Sinister 2,"Shannyn Sossamon,James Ransone,Tate Ellington,Nicholas King,Lucas Jade Zumann",http://www.sinistermovie.com/,Ciaran Foy,A young mother and her twin sons move into a rural house that's marked for death.,Horror,48651435.15
241251,tt3181822,1.65107799999999,4000000,The Boy Next Door,"Jennifer Lopez,Ryan Guzman,Ian Nelson,John Corbett,Kristin Chenoweth",http://www.theboynextdoorfilm.com/,Rob Cohen,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",Thriller,46150034.45
273477,tt1727776,1.499614,15000000,Scouts Guide to the Zombie Apocalypse,"Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,David Koechner",http://www.scoutsandzombiesmovie.com/,Christopher B. Landon,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the worldâ€™s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, theyâ€™ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.","Comedy,Horror",13671898.70
298312,tt3567288,1.495112,5000000,The Visit,"Olivia DeJonge,Ed Oxenbould,Kathryn Hahn,Benjamin Kanes,Deanna Dunagan",http://www.stayinyourroom.com/,M. Night Shyamalan,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.","Horror,Thriller",90574017.19
287903,tt3850590,1.448002,15000000,Krampus,"Adam Scott,Toni Collette,Allison Tolman,David Koechner,Emjay Anthony",http://www.krampusthefilm.com/,Michael Dougherty,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,"Horror,Comedy,Fantasy",56624785.53
182560,tt2402101,1.443406,20000000,Dark Places,"Charlize Theron,Nicholas Hoult,Christina Hendricks,ChloÃ« Grace Moretz,Tye Sheridan",http://darkplacesmovie.com/,Gilles Paquet-Brenner,A woman who survived the brutal killing of her family as a child is forced to confront the events of that day.,"Drama,Mystery,Thriller",191900.88
192141,tt1781922,1.41239,5000000,No Escape,"Owen Wilson,Lake Bell,Pierce Brosnan,Sterling Jerins,Spencer Garrett",https://www.facebook.com/NoEscapeMovie/,John Erick Dowdle,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.","Action,Thriller",50065340.21
308639,tt3850214,1.40805,700000,Dope,"Shameik Moore,Kiersey Clemons,Tony Revolori,ZoÃ« Kravitz,Chanel Iman",http://www.youaredope.com/,Rick Famuyiwa,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.","Crime,Drama,Comedy",16547831.24
304357,tt2404425,1.388032,11000000,Woman in Gold,"Helen Mirren,Ryan Reynolds,Tatiana Maslany,Katie Holmes,Max Irons",http://womaningoldmovie.com/,Simon Curtis,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",Drama,56690166.22
266294,tt1850457,1.376605,30000000,Sisters,"Tina Fey,Amy Poehler,John Leguizamo,Ike Barinholtz,Maya Rudolph",http://www.sistersfilm.com/,Jason Moore,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,Comedy,96610126.25
227719,tt2436386,1.360926,12000000,Project Almanac,"Jonny Weston,Virginia Gardner,Sofia Black-D'Elia,Sam Lerner,Allen Evangelista",http://www.projectalmanac.com/,Dean Israelite,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.","Science Fiction,Thriller",29668368.67
287948,tt2938956,1.355822,25000000,The Transporter Refueled,"Ed Skrein,Ray Stevenson,Loan Chabanol,Gabriella Wright,Tatjana PajkoviÄ‡",http://www.thetransporterrefueled.com/,Camille Delamarre,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frankâ€™s father.","Thriller,Action,Crime",66819267.00
201085,tt2554274,1.345982,55000000,Crimson Peak,"Mia Wasikowska,Jessica Chastain,Tom Hiddleston,Charlie Hunnam,Jim Beaver",http://www.crimsonpeakmovie.com/,Guillermo del Toro,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleedsâ€¦ and remembers.","Mystery,Thriller,Fantasy,Horror,Drama",68705406.01
290751,tt1741273,1.315266,19500000,Secret in Their Eyes,"Chiwetel Ejiofor,Nicole Kidman,Julia Roberts,Dean Norris,Lyndon Smith",http://secretintheireyes.movie/,Billy Ray,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.","Crime,Drama,Mystery",29614535.81
228165,tt2279373,1.291013,74000000,The SpongeBob Movie: Sponge Out of Water,"Tom Kenny,Bill Fagerbakke,Rodger Bumpass,Clancy Brown,Carolyn Lawrence",http://www.spongebobmovie.com/,Paul Tibbitt,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.","Family,Animation",286666383.31
263109,tt2872750,1.25358,0,Shaun the Sheep Movie,"Justin Fletcher,Omid Djalili,Richard Webber,Kate Harbour,Tim Hands",http://www.shaunthesheep.com/,Mark Burton|Richard Starzack,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.","Family,Animation,Comedy,Adventure",54923975.83
280092,tt3195644,1.164724,10000000,Insidious: Chapter 3,"Dermot Mulroney,Stefanie Scott,Lin Shaye,Leigh Whannell,Angus Sampson",http://bit.ly/1FC9pze,Leigh Whannell,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.","Drama,Horror,Thriller",95959500.70
193687,tt1598642,1.161812,0,Z for Zachariah,"Margot Robbie,Chiwetel Ejiofor,Chris Pine",http://www.facebook.com/ZforZachariah,Craig Zobel,"In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, heâ€™s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.","Drama,Science Fiction,Thriller",109004.31
328589,tt3722070,1.142518,6000000,The Lady in the Van,"Maggie Smith,Alex Jennings,Frances de la Tour,Gwen Taylor,Dominic Cooper",http://www.bbc.co.uk/bbcfilms/film/the_lady_in_the_van,Nicholas Hytner,"The true story of the relationship between Alan Bennett and the singular Miss Shepherd, a woman of uncertain origins who â€˜temporarilyâ€™ parked her van in Bennettâ€™s London driveway and proceeded to live there for 15 years.","Comedy,Drama",38076655.29
228066,tt1976009,1.138395,40000000,Victor Frankenstein,"James McAvoy,Daniel Radcliffe,Jessica Brown Findlay,Andrew Scott,Charles Dance",http://www.foxmovies.com/movies/victor-frankenstein,Paul McGuigan,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,"Drama,Science Fiction,Thriller",31489100.30
378373,tt3532278,1.128081,0,Brothers of the Wind,"Manuel Camacho,Jean Reno,Tobias Moretti,Eva Kuen",http://www.terramater.at/cinema/brothers-of-the-wind/,Gerado Olivares|Otmar Penker,"The way of the eagle is to raise two chicks. The stronger is destined always to throw the weaker from the nest. Man also has his ways, often to hurt those closest to him.  Lukas suffers at the hands of a father who has withdrawn since the loss of his wife. Killed whilst rescuing the infant Lukas, the boy now carries the burden of her death.  Our eagleâ€™s story begins in the nest. The first-born chick pushes his weaker brother to a certain death on the forest floor. But fate intervenes and the chick is found by Lukas. Naming him Abel, Lukas cares for the creature in secret, finding a love and companionship denied to him at home. But when the day comes to release Abel back into the wild, will Lukas find his own release into a new life?","Adventure,Drama,Family",0.00
